"","tissue_roi1","tissue_roi2","tissue_roi3","tissue_roi4","roi_label"
"13738",FALSE,FALSE,FALSE,FALSE,NA
"13739",FALSE,FALSE,FALSE,FALSE,NA
"13740",FALSE,FALSE,FALSE,FALSE,NA
"13741",FALSE,FALSE,FALSE,FALSE,NA
"13742",FALSE,FALSE,FALSE,FALSE,NA
"13743",FALSE,FALSE,FALSE,FALSE,NA
"13744",FALSE,FALSE,FALSE,FALSE,NA
"13745",FALSE,FALSE,FALSE,FALSE,NA
"13746",FALSE,FALSE,FALSE,FALSE,NA
"13747",FALSE,FALSE,FALSE,FALSE,NA
"13748",FALSE,FALSE,FALSE,FALSE,NA
"13749",FALSE,FALSE,FALSE,FALSE,NA
"13750",FALSE,FALSE,FALSE,FALSE,NA
"13751",FALSE,FALSE,FALSE,FALSE,NA
"13752",FALSE,FALSE,FALSE,FALSE,NA
"13753",FALSE,FALSE,FALSE,FALSE,NA
"13754",FALSE,FALSE,FALSE,FALSE,NA
"13755",FALSE,FALSE,FALSE,FALSE,NA
"13756",FALSE,FALSE,FALSE,FALSE,NA
"13757",FALSE,FALSE,FALSE,FALSE,NA
"13758",FALSE,FALSE,FALSE,FALSE,NA
"13759",FALSE,FALSE,FALSE,FALSE,NA
"13760",FALSE,FALSE,FALSE,FALSE,NA
"13761",FALSE,FALSE,FALSE,FALSE,NA
"13762",FALSE,FALSE,FALSE,FALSE,NA
"13763",FALSE,FALSE,FALSE,FALSE,NA
"13764",FALSE,FALSE,FALSE,FALSE,NA
"13765",FALSE,FALSE,FALSE,FALSE,NA
"13766",FALSE,FALSE,FALSE,FALSE,NA
"13767",FALSE,FALSE,FALSE,FALSE,NA
"13768",FALSE,FALSE,FALSE,FALSE,NA
"13769",FALSE,FALSE,FALSE,FALSE,NA
"13770",FALSE,FALSE,FALSE,FALSE,NA
"13771",FALSE,FALSE,FALSE,FALSE,NA
"13772",FALSE,FALSE,FALSE,FALSE,NA
"13773",FALSE,FALSE,FALSE,FALSE,NA
"13774",FALSE,FALSE,FALSE,FALSE,NA
"13775",FALSE,FALSE,FALSE,FALSE,NA
"13776",FALSE,FALSE,FALSE,FALSE,NA
"13777",FALSE,FALSE,FALSE,FALSE,NA
"13778",FALSE,FALSE,FALSE,FALSE,NA
"13779",FALSE,FALSE,FALSE,FALSE,NA
"13780",FALSE,FALSE,FALSE,FALSE,NA
"13781",FALSE,FALSE,FALSE,FALSE,NA
"13782",FALSE,FALSE,FALSE,FALSE,NA
"13783",FALSE,FALSE,FALSE,FALSE,NA
"13784",FALSE,FALSE,FALSE,FALSE,NA
"13785",FALSE,FALSE,FALSE,FALSE,NA
"13786",FALSE,FALSE,FALSE,FALSE,NA
"13787",FALSE,FALSE,FALSE,FALSE,NA
"13788",FALSE,FALSE,FALSE,FALSE,NA
"13789",FALSE,FALSE,FALSE,FALSE,NA
"13790",FALSE,FALSE,FALSE,FALSE,NA
"13791",FALSE,FALSE,FALSE,FALSE,NA
"13792",FALSE,FALSE,FALSE,FALSE,NA
"13793",FALSE,FALSE,FALSE,FALSE,NA
"13794",FALSE,FALSE,FALSE,FALSE,NA
"13795",FALSE,FALSE,FALSE,FALSE,NA
"13796",FALSE,FALSE,FALSE,FALSE,NA
"13797",FALSE,FALSE,FALSE,FALSE,NA
"13798",FALSE,FALSE,FALSE,FALSE,NA
"13799",FALSE,FALSE,FALSE,FALSE,NA
"13800",FALSE,FALSE,FALSE,FALSE,NA
"13801",FALSE,FALSE,FALSE,FALSE,NA
"13802",FALSE,FALSE,FALSE,FALSE,NA
"13803",FALSE,FALSE,FALSE,FALSE,NA
"13804",FALSE,FALSE,FALSE,FALSE,NA
"13805",FALSE,FALSE,FALSE,FALSE,NA
"13806",FALSE,FALSE,FALSE,FALSE,NA
"13807",FALSE,FALSE,FALSE,FALSE,NA
"13808",FALSE,FALSE,FALSE,FALSE,NA
"13809",FALSE,FALSE,FALSE,FALSE,NA
"13810",FALSE,FALSE,FALSE,FALSE,NA
"13811",FALSE,FALSE,FALSE,FALSE,NA
"13812",FALSE,FALSE,FALSE,FALSE,NA
"13813",FALSE,FALSE,FALSE,FALSE,NA
"13814",FALSE,FALSE,FALSE,FALSE,NA
"13815",FALSE,FALSE,FALSE,FALSE,NA
"13816",FALSE,FALSE,FALSE,FALSE,NA
"13817",FALSE,FALSE,FALSE,FALSE,NA
"13818",FALSE,FALSE,FALSE,FALSE,NA
"13819",FALSE,FALSE,FALSE,FALSE,NA
"13820",FALSE,FALSE,FALSE,FALSE,NA
"13821",FALSE,FALSE,FALSE,FALSE,NA
"13822",FALSE,FALSE,FALSE,FALSE,NA
"13823",FALSE,FALSE,FALSE,FALSE,NA
"13824",FALSE,FALSE,FALSE,FALSE,NA
"13825",FALSE,FALSE,FALSE,FALSE,NA
"13826",FALSE,FALSE,FALSE,FALSE,NA
"13827",FALSE,FALSE,FALSE,FALSE,NA
"13828",FALSE,FALSE,FALSE,FALSE,NA
"13829",FALSE,FALSE,FALSE,FALSE,NA
"13830",FALSE,FALSE,FALSE,FALSE,NA
"13831",FALSE,FALSE,FALSE,FALSE,NA
"13832",FALSE,FALSE,FALSE,FALSE,NA
"13833",FALSE,FALSE,FALSE,FALSE,NA
"13834",FALSE,FALSE,FALSE,FALSE,NA
"13835",FALSE,FALSE,FALSE,FALSE,NA
"13836",FALSE,FALSE,FALSE,FALSE,NA
"13837",FALSE,FALSE,FALSE,FALSE,NA
"13838",FALSE,FALSE,FALSE,FALSE,NA
"13839",FALSE,TRUE,FALSE,FALSE,"Airways"
"13840",FALSE,TRUE,FALSE,FALSE,"Airways"
"13841",FALSE,TRUE,FALSE,FALSE,"Airways"
"13842",FALSE,TRUE,FALSE,FALSE,"Airways"
"13843",FALSE,FALSE,FALSE,FALSE,NA
"13844",FALSE,FALSE,FALSE,FALSE,NA
"13845",FALSE,FALSE,FALSE,FALSE,NA
"13846",FALSE,FALSE,FALSE,FALSE,NA
"13847",FALSE,FALSE,FALSE,FALSE,NA
"13848",FALSE,FALSE,FALSE,FALSE,NA
"13849",FALSE,FALSE,FALSE,FALSE,NA
"13850",FALSE,FALSE,FALSE,FALSE,NA
"13851",FALSE,FALSE,FALSE,FALSE,NA
"13852",FALSE,FALSE,FALSE,FALSE,NA
"13853",FALSE,FALSE,FALSE,FALSE,NA
"13854",FALSE,FALSE,FALSE,FALSE,NA
"13855",FALSE,FALSE,FALSE,FALSE,NA
"13856",FALSE,FALSE,FALSE,FALSE,NA
"13857",FALSE,FALSE,FALSE,FALSE,NA
"13858",FALSE,FALSE,FALSE,FALSE,NA
"13859",FALSE,FALSE,FALSE,FALSE,NA
"13860",FALSE,FALSE,FALSE,FALSE,NA
"13861",FALSE,FALSE,FALSE,FALSE,NA
"13862",FALSE,FALSE,FALSE,FALSE,NA
"13863",FALSE,FALSE,FALSE,FALSE,NA
"13864",FALSE,FALSE,FALSE,FALSE,NA
"13865",FALSE,FALSE,FALSE,FALSE,NA
"13866",FALSE,FALSE,FALSE,FALSE,NA
"13867",FALSE,FALSE,FALSE,FALSE,NA
"13868",FALSE,FALSE,FALSE,FALSE,NA
"13869",FALSE,FALSE,FALSE,FALSE,NA
"13870",FALSE,FALSE,FALSE,FALSE,NA
"13871",FALSE,FALSE,FALSE,FALSE,NA
"13872",FALSE,FALSE,FALSE,FALSE,NA
"13873",FALSE,FALSE,FALSE,FALSE,NA
"13874",FALSE,FALSE,FALSE,FALSE,NA
"13875",FALSE,FALSE,FALSE,FALSE,NA
"13876",FALSE,FALSE,FALSE,FALSE,NA
"13877",FALSE,FALSE,FALSE,FALSE,NA
"13878",FALSE,FALSE,FALSE,FALSE,NA
"13879",FALSE,FALSE,FALSE,FALSE,NA
"13880",FALSE,FALSE,FALSE,FALSE,NA
"13881",FALSE,FALSE,FALSE,FALSE,NA
"13882",FALSE,FALSE,FALSE,FALSE,NA
"13883",FALSE,FALSE,FALSE,FALSE,NA
"13884",FALSE,FALSE,FALSE,FALSE,NA
"13885",FALSE,FALSE,FALSE,FALSE,NA
"13886",FALSE,FALSE,FALSE,FALSE,NA
"13887",FALSE,FALSE,FALSE,FALSE,NA
"13888",FALSE,FALSE,FALSE,FALSE,NA
"13889",FALSE,FALSE,FALSE,FALSE,NA
"13890",FALSE,FALSE,FALSE,FALSE,NA
"13891",FALSE,FALSE,FALSE,FALSE,NA
"13892",FALSE,FALSE,FALSE,FALSE,NA
"13893",FALSE,FALSE,FALSE,FALSE,NA
"13894",FALSE,FALSE,FALSE,FALSE,NA
"13895",FALSE,FALSE,FALSE,FALSE,NA
"13896",FALSE,FALSE,FALSE,FALSE,NA
"13897",FALSE,FALSE,FALSE,FALSE,NA
"13898",FALSE,FALSE,FALSE,FALSE,NA
"13899",FALSE,FALSE,FALSE,FALSE,NA
"13900",FALSE,FALSE,FALSE,FALSE,NA
"13901",FALSE,FALSE,FALSE,FALSE,NA
"13902",FALSE,FALSE,FALSE,FALSE,NA
"13903",FALSE,FALSE,FALSE,FALSE,NA
"13904",FALSE,FALSE,FALSE,FALSE,NA
"13905",FALSE,FALSE,FALSE,FALSE,NA
"13906",FALSE,FALSE,FALSE,FALSE,NA
"13907",FALSE,FALSE,FALSE,FALSE,NA
"13908",FALSE,FALSE,FALSE,FALSE,NA
"13909",FALSE,FALSE,FALSE,FALSE,NA
"13910",FALSE,FALSE,FALSE,FALSE,NA
"13911",FALSE,FALSE,FALSE,FALSE,NA
"13912",FALSE,FALSE,FALSE,FALSE,NA
"13913",FALSE,FALSE,FALSE,FALSE,NA
"13914",FALSE,FALSE,FALSE,FALSE,NA
"13915",FALSE,FALSE,FALSE,FALSE,NA
"13916",FALSE,FALSE,FALSE,FALSE,NA
"13917",FALSE,FALSE,FALSE,FALSE,NA
"13918",FALSE,FALSE,FALSE,FALSE,NA
"13919",FALSE,FALSE,FALSE,FALSE,NA
"13920",FALSE,FALSE,FALSE,FALSE,NA
"13921",FALSE,FALSE,FALSE,FALSE,NA
"13922",FALSE,FALSE,FALSE,FALSE,NA
"13923",FALSE,FALSE,FALSE,FALSE,NA
"13924",FALSE,FALSE,FALSE,FALSE,NA
"13925",FALSE,FALSE,FALSE,FALSE,NA
"13926",FALSE,FALSE,FALSE,FALSE,NA
"13927",FALSE,FALSE,FALSE,FALSE,NA
"13928",FALSE,FALSE,FALSE,FALSE,NA
"13929",FALSE,FALSE,FALSE,FALSE,NA
"13930",FALSE,FALSE,FALSE,FALSE,NA
"13931",FALSE,FALSE,FALSE,FALSE,NA
"13932",FALSE,FALSE,FALSE,FALSE,NA
"13933",FALSE,FALSE,FALSE,FALSE,NA
"13934",FALSE,FALSE,FALSE,FALSE,NA
"13935",FALSE,FALSE,FALSE,FALSE,NA
"13936",FALSE,FALSE,FALSE,FALSE,NA
"13937",FALSE,FALSE,FALSE,FALSE,NA
"13938",FALSE,FALSE,FALSE,FALSE,NA
"13939",FALSE,FALSE,FALSE,FALSE,NA
"13940",FALSE,FALSE,FALSE,FALSE,NA
"13941",FALSE,FALSE,FALSE,FALSE,NA
"13942",FALSE,FALSE,FALSE,FALSE,NA
"13943",FALSE,FALSE,FALSE,FALSE,NA
"13944",FALSE,FALSE,FALSE,FALSE,NA
"13945",FALSE,FALSE,FALSE,FALSE,NA
"13946",FALSE,FALSE,FALSE,FALSE,NA
"13947",FALSE,FALSE,FALSE,FALSE,NA
"13948",FALSE,FALSE,FALSE,FALSE,NA
"13949",FALSE,FALSE,FALSE,FALSE,NA
"13950",FALSE,FALSE,FALSE,FALSE,NA
"13951",FALSE,FALSE,FALSE,FALSE,NA
"13952",FALSE,FALSE,FALSE,FALSE,NA
"13953",FALSE,FALSE,FALSE,FALSE,NA
"13954",FALSE,FALSE,FALSE,FALSE,NA
"13955",FALSE,FALSE,FALSE,FALSE,NA
"13956",FALSE,FALSE,FALSE,FALSE,NA
"13957",FALSE,FALSE,FALSE,FALSE,NA
"13958",FALSE,FALSE,FALSE,FALSE,NA
"13959",FALSE,FALSE,FALSE,FALSE,NA
"13960",FALSE,FALSE,FALSE,FALSE,NA
"13961",FALSE,FALSE,FALSE,FALSE,NA
"13962",FALSE,FALSE,FALSE,FALSE,NA
"13963",FALSE,FALSE,FALSE,FALSE,NA
"13964",FALSE,FALSE,FALSE,FALSE,NA
"13965",FALSE,FALSE,FALSE,FALSE,NA
"13966",FALSE,FALSE,FALSE,FALSE,NA
"13967",FALSE,FALSE,FALSE,FALSE,NA
"13968",FALSE,FALSE,FALSE,FALSE,NA
"13969",FALSE,FALSE,FALSE,FALSE,NA
"13970",FALSE,FALSE,FALSE,FALSE,NA
"13971",FALSE,FALSE,FALSE,FALSE,NA
"13972",FALSE,FALSE,FALSE,FALSE,NA
"13973",FALSE,FALSE,FALSE,FALSE,NA
"13974",FALSE,FALSE,FALSE,FALSE,NA
"13975",FALSE,FALSE,FALSE,FALSE,NA
"13976",FALSE,FALSE,FALSE,FALSE,NA
"13977",FALSE,FALSE,FALSE,FALSE,NA
"13978",FALSE,FALSE,FALSE,FALSE,NA
"13979",FALSE,FALSE,FALSE,FALSE,NA
"13980",FALSE,FALSE,FALSE,FALSE,NA
"13981",FALSE,FALSE,FALSE,FALSE,NA
"13982",FALSE,FALSE,FALSE,FALSE,NA
"13983",FALSE,FALSE,FALSE,FALSE,NA
"13984",FALSE,FALSE,FALSE,FALSE,NA
"13985",FALSE,FALSE,FALSE,FALSE,NA
"13986",FALSE,FALSE,FALSE,FALSE,NA
"13987",FALSE,FALSE,FALSE,FALSE,NA
"13988",FALSE,FALSE,FALSE,FALSE,NA
"13989",FALSE,FALSE,FALSE,FALSE,NA
"13990",FALSE,FALSE,FALSE,FALSE,NA
"13991",FALSE,FALSE,FALSE,FALSE,NA
"13992",FALSE,FALSE,FALSE,FALSE,NA
"13993",FALSE,FALSE,FALSE,FALSE,NA
"13994",FALSE,FALSE,FALSE,FALSE,NA
"13995",FALSE,FALSE,FALSE,FALSE,NA
"13996",FALSE,FALSE,FALSE,FALSE,NA
"13997",FALSE,FALSE,FALSE,FALSE,NA
"13998",FALSE,FALSE,FALSE,FALSE,NA
"13999",FALSE,FALSE,FALSE,FALSE,NA
"14000",FALSE,FALSE,FALSE,FALSE,NA
"14001",FALSE,FALSE,FALSE,FALSE,NA
"14002",FALSE,FALSE,FALSE,FALSE,NA
"14003",FALSE,FALSE,FALSE,FALSE,NA
"14004",FALSE,FALSE,FALSE,FALSE,NA
"14005",FALSE,FALSE,FALSE,FALSE,NA
"14006",FALSE,FALSE,FALSE,FALSE,NA
"14007",FALSE,FALSE,FALSE,FALSE,NA
"14008",FALSE,FALSE,FALSE,FALSE,NA
"14009",FALSE,FALSE,FALSE,FALSE,NA
"14010",FALSE,FALSE,FALSE,FALSE,NA
"14011",FALSE,FALSE,FALSE,FALSE,NA
"14012",FALSE,FALSE,FALSE,FALSE,NA
"14013",FALSE,FALSE,FALSE,FALSE,NA
"14014",FALSE,FALSE,FALSE,FALSE,NA
"14015",FALSE,FALSE,FALSE,FALSE,NA
"14016",FALSE,FALSE,FALSE,FALSE,NA
"14017",FALSE,FALSE,FALSE,FALSE,NA
"14018",FALSE,FALSE,FALSE,FALSE,NA
"14019",FALSE,FALSE,FALSE,FALSE,NA
"14020",FALSE,FALSE,FALSE,FALSE,NA
"14021",FALSE,FALSE,FALSE,FALSE,NA
"14022",FALSE,FALSE,FALSE,FALSE,NA
"14023",FALSE,FALSE,FALSE,FALSE,NA
"14024",FALSE,FALSE,FALSE,FALSE,NA
"14025",FALSE,FALSE,FALSE,FALSE,NA
"14026",FALSE,FALSE,FALSE,FALSE,NA
"14027",FALSE,FALSE,FALSE,FALSE,NA
"14028",FALSE,FALSE,FALSE,FALSE,NA
"14029",FALSE,FALSE,FALSE,FALSE,NA
"14030",FALSE,FALSE,FALSE,FALSE,NA
"14031",FALSE,FALSE,FALSE,FALSE,NA
"14032",FALSE,FALSE,FALSE,FALSE,NA
"14033",FALSE,FALSE,FALSE,FALSE,NA
"14034",FALSE,FALSE,FALSE,FALSE,NA
"14035",FALSE,FALSE,FALSE,FALSE,NA
"14036",FALSE,FALSE,FALSE,FALSE,NA
"14037",FALSE,FALSE,FALSE,FALSE,NA
"14038",FALSE,FALSE,FALSE,FALSE,NA
"14039",FALSE,FALSE,FALSE,FALSE,NA
"14040",FALSE,FALSE,FALSE,FALSE,NA
"14041",FALSE,FALSE,FALSE,FALSE,NA
"14042",FALSE,FALSE,FALSE,FALSE,NA
"14043",FALSE,FALSE,FALSE,FALSE,NA
"14044",FALSE,FALSE,FALSE,FALSE,NA
"14045",FALSE,FALSE,FALSE,FALSE,NA
"14046",FALSE,FALSE,FALSE,FALSE,NA
"14047",FALSE,FALSE,FALSE,FALSE,NA
"14048",FALSE,TRUE,FALSE,FALSE,"Airways"
"14049",FALSE,TRUE,FALSE,FALSE,"Airways"
"14050",FALSE,TRUE,FALSE,FALSE,"Airways"
"14051",FALSE,TRUE,FALSE,FALSE,"Airways"
"14052",FALSE,FALSE,FALSE,FALSE,NA
"14053",FALSE,FALSE,FALSE,FALSE,NA
"14054",FALSE,FALSE,FALSE,FALSE,NA
"14055",FALSE,FALSE,FALSE,FALSE,NA
"14056",FALSE,FALSE,FALSE,FALSE,NA
"14057",FALSE,FALSE,FALSE,FALSE,NA
"14058",FALSE,FALSE,FALSE,FALSE,NA
"14059",FALSE,FALSE,FALSE,FALSE,NA
"14060",FALSE,FALSE,FALSE,FALSE,NA
"14061",FALSE,FALSE,FALSE,FALSE,NA
"14062",FALSE,FALSE,FALSE,FALSE,NA
"14063",FALSE,FALSE,FALSE,FALSE,NA
"14064",FALSE,FALSE,FALSE,FALSE,NA
"14065",FALSE,FALSE,FALSE,FALSE,NA
"14066",FALSE,FALSE,FALSE,FALSE,NA
"14067",FALSE,FALSE,FALSE,FALSE,NA
"14068",FALSE,FALSE,FALSE,FALSE,NA
"14069",FALSE,FALSE,FALSE,FALSE,NA
"14070",FALSE,FALSE,FALSE,FALSE,NA
"14071",FALSE,FALSE,FALSE,FALSE,NA
"14072",FALSE,FALSE,FALSE,FALSE,NA
"14073",FALSE,FALSE,FALSE,FALSE,NA
"14074",FALSE,FALSE,FALSE,FALSE,NA
"14075",FALSE,FALSE,FALSE,FALSE,NA
"14076",FALSE,FALSE,FALSE,FALSE,NA
"14077",FALSE,FALSE,FALSE,FALSE,NA
"14078",FALSE,FALSE,FALSE,FALSE,NA
"14079",FALSE,FALSE,FALSE,FALSE,NA
"14080",FALSE,FALSE,FALSE,FALSE,NA
"14081",FALSE,FALSE,FALSE,FALSE,NA
"14082",FALSE,FALSE,FALSE,FALSE,NA
"14083",FALSE,FALSE,FALSE,FALSE,NA
"14084",FALSE,FALSE,FALSE,FALSE,NA
"14085",FALSE,FALSE,FALSE,FALSE,NA
"14086",FALSE,FALSE,FALSE,FALSE,NA
"14087",FALSE,FALSE,FALSE,FALSE,NA
"14088",FALSE,FALSE,FALSE,FALSE,NA
"14089",FALSE,FALSE,FALSE,FALSE,NA
"14090",FALSE,FALSE,FALSE,FALSE,NA
"14091",FALSE,FALSE,FALSE,FALSE,NA
"14092",FALSE,FALSE,FALSE,FALSE,NA
"14093",FALSE,FALSE,FALSE,FALSE,NA
"14094",FALSE,FALSE,FALSE,FALSE,NA
"14095",FALSE,FALSE,FALSE,FALSE,NA
"14096",FALSE,FALSE,FALSE,FALSE,NA
"14097",FALSE,FALSE,FALSE,FALSE,NA
"14098",FALSE,FALSE,FALSE,FALSE,NA
"14099",FALSE,FALSE,FALSE,FALSE,NA
"14100",FALSE,FALSE,FALSE,FALSE,NA
"14101",FALSE,FALSE,FALSE,FALSE,NA
"14102",FALSE,FALSE,FALSE,FALSE,NA
"14103",FALSE,FALSE,FALSE,FALSE,NA
"14104",FALSE,FALSE,FALSE,FALSE,NA
"14105",FALSE,FALSE,FALSE,FALSE,NA
"14106",FALSE,FALSE,FALSE,FALSE,NA
"14107",FALSE,FALSE,FALSE,FALSE,NA
"14108",FALSE,FALSE,FALSE,FALSE,NA
"14109",FALSE,FALSE,FALSE,FALSE,NA
"14110",FALSE,FALSE,FALSE,FALSE,NA
"14111",FALSE,FALSE,FALSE,FALSE,NA
"14112",FALSE,FALSE,FALSE,FALSE,NA
"14113",FALSE,FALSE,FALSE,FALSE,NA
"14114",FALSE,FALSE,FALSE,FALSE,NA
"14115",FALSE,FALSE,FALSE,FALSE,NA
"14116",FALSE,FALSE,FALSE,FALSE,NA
"14117",FALSE,FALSE,FALSE,FALSE,NA
"14118",FALSE,FALSE,FALSE,FALSE,NA
"14119",FALSE,FALSE,FALSE,FALSE,NA
"14120",FALSE,FALSE,FALSE,FALSE,NA
"14121",FALSE,FALSE,FALSE,FALSE,NA
"14122",FALSE,FALSE,FALSE,FALSE,NA
"14123",FALSE,FALSE,FALSE,FALSE,NA
"14124",FALSE,FALSE,FALSE,FALSE,NA
"14125",FALSE,FALSE,FALSE,FALSE,NA
"14126",FALSE,FALSE,FALSE,FALSE,NA
"14127",FALSE,FALSE,FALSE,FALSE,NA
"14128",FALSE,FALSE,FALSE,FALSE,NA
"14129",FALSE,FALSE,FALSE,FALSE,NA
"14130",FALSE,FALSE,FALSE,FALSE,NA
"14131",FALSE,FALSE,FALSE,FALSE,NA
"14132",FALSE,FALSE,FALSE,FALSE,NA
"14133",FALSE,FALSE,FALSE,FALSE,NA
"14134",FALSE,FALSE,FALSE,FALSE,NA
"14135",FALSE,FALSE,FALSE,FALSE,NA
"14136",FALSE,FALSE,FALSE,FALSE,NA
"14137",FALSE,FALSE,FALSE,FALSE,NA
"14138",FALSE,FALSE,FALSE,FALSE,NA
"14139",FALSE,FALSE,FALSE,FALSE,NA
"14140",FALSE,FALSE,FALSE,FALSE,NA
"14141",FALSE,FALSE,FALSE,FALSE,NA
"14142",FALSE,FALSE,FALSE,FALSE,NA
"14143",FALSE,FALSE,FALSE,FALSE,NA
"14144",FALSE,FALSE,FALSE,FALSE,NA
"14145",FALSE,FALSE,FALSE,FALSE,NA
"14146",FALSE,FALSE,FALSE,FALSE,NA
"14147",FALSE,FALSE,FALSE,FALSE,NA
"14148",FALSE,FALSE,FALSE,FALSE,NA
"14149",FALSE,FALSE,FALSE,FALSE,NA
"14150",FALSE,FALSE,FALSE,FALSE,NA
"14151",FALSE,FALSE,FALSE,FALSE,NA
"14152",FALSE,FALSE,FALSE,FALSE,NA
"14153",FALSE,FALSE,FALSE,FALSE,NA
"14154",FALSE,FALSE,FALSE,FALSE,NA
"14155",FALSE,FALSE,FALSE,FALSE,NA
"14156",FALSE,FALSE,FALSE,FALSE,NA
"14157",FALSE,FALSE,FALSE,FALSE,NA
"14158",FALSE,FALSE,FALSE,FALSE,NA
"14159",FALSE,FALSE,FALSE,FALSE,NA
"14160",FALSE,FALSE,FALSE,FALSE,NA
"14161",FALSE,FALSE,FALSE,FALSE,NA
"14162",FALSE,FALSE,FALSE,FALSE,NA
"14163",FALSE,FALSE,FALSE,FALSE,NA
"14164",FALSE,FALSE,FALSE,FALSE,NA
"14165",FALSE,FALSE,FALSE,FALSE,NA
"14166",FALSE,FALSE,FALSE,FALSE,NA
"14167",FALSE,FALSE,FALSE,FALSE,NA
"14168",FALSE,FALSE,FALSE,FALSE,NA
"14169",FALSE,FALSE,FALSE,FALSE,NA
"14170",FALSE,FALSE,FALSE,FALSE,NA
"14171",FALSE,FALSE,FALSE,FALSE,NA
"14172",FALSE,FALSE,FALSE,FALSE,NA
"14173",FALSE,FALSE,FALSE,FALSE,NA
"14174",FALSE,FALSE,FALSE,FALSE,NA
"14175",FALSE,FALSE,FALSE,FALSE,NA
"14176",FALSE,FALSE,FALSE,FALSE,NA
"14177",FALSE,FALSE,FALSE,FALSE,NA
"14178",FALSE,FALSE,FALSE,FALSE,NA
"14179",FALSE,FALSE,FALSE,FALSE,NA
"14180",FALSE,FALSE,FALSE,FALSE,NA
"14181",FALSE,FALSE,FALSE,FALSE,NA
"14182",FALSE,FALSE,FALSE,FALSE,NA
"14183",FALSE,FALSE,FALSE,FALSE,NA
"14184",FALSE,FALSE,FALSE,FALSE,NA
"14185",FALSE,FALSE,FALSE,FALSE,NA
"14186",FALSE,FALSE,FALSE,FALSE,NA
"14187",FALSE,FALSE,FALSE,FALSE,NA
"14188",FALSE,FALSE,FALSE,FALSE,NA
"14189",FALSE,FALSE,FALSE,FALSE,NA
"14190",FALSE,FALSE,FALSE,FALSE,NA
"14191",FALSE,FALSE,FALSE,FALSE,NA
"14192",FALSE,FALSE,FALSE,FALSE,NA
"14193",FALSE,FALSE,FALSE,FALSE,NA
"14194",FALSE,FALSE,FALSE,FALSE,NA
"14195",FALSE,FALSE,FALSE,FALSE,NA
"14196",FALSE,FALSE,FALSE,FALSE,NA
"14197",FALSE,FALSE,FALSE,FALSE,NA
"14198",FALSE,FALSE,FALSE,FALSE,NA
"14199",FALSE,FALSE,FALSE,FALSE,NA
"14200",FALSE,FALSE,FALSE,FALSE,NA
"14201",FALSE,FALSE,FALSE,FALSE,NA
"14202",FALSE,FALSE,FALSE,FALSE,NA
"14203",FALSE,FALSE,FALSE,FALSE,NA
"14204",FALSE,FALSE,FALSE,FALSE,NA
"14205",FALSE,FALSE,FALSE,FALSE,NA
"14206",FALSE,FALSE,FALSE,FALSE,NA
"14207",FALSE,FALSE,FALSE,FALSE,NA
"14208",FALSE,FALSE,FALSE,FALSE,NA
"14209",FALSE,FALSE,FALSE,FALSE,NA
"14210",FALSE,FALSE,FALSE,FALSE,NA
"14211",FALSE,FALSE,FALSE,FALSE,NA
"14212",FALSE,FALSE,FALSE,FALSE,NA
"14213",FALSE,FALSE,FALSE,FALSE,NA
"14214",FALSE,FALSE,FALSE,FALSE,NA
"14215",FALSE,FALSE,FALSE,FALSE,NA
"14216",FALSE,FALSE,FALSE,FALSE,NA
"14217",FALSE,FALSE,FALSE,FALSE,NA
"14218",FALSE,FALSE,FALSE,FALSE,NA
"14219",FALSE,FALSE,FALSE,FALSE,NA
"14220",FALSE,FALSE,FALSE,FALSE,NA
"14221",FALSE,FALSE,FALSE,FALSE,NA
"14222",FALSE,FALSE,FALSE,FALSE,NA
"14223",FALSE,FALSE,FALSE,FALSE,NA
"14224",FALSE,FALSE,FALSE,FALSE,NA
"14225",FALSE,FALSE,FALSE,FALSE,NA
"14226",FALSE,FALSE,FALSE,FALSE,NA
"14227",FALSE,FALSE,FALSE,FALSE,NA
"14228",FALSE,FALSE,FALSE,FALSE,NA
"14229",FALSE,FALSE,FALSE,FALSE,NA
"14230",FALSE,FALSE,FALSE,FALSE,NA
"14231",FALSE,FALSE,FALSE,FALSE,NA
"14232",FALSE,FALSE,FALSE,FALSE,NA
"14233",FALSE,FALSE,FALSE,FALSE,NA
"14234",FALSE,FALSE,FALSE,FALSE,NA
"14235",FALSE,FALSE,FALSE,FALSE,NA
"14236",FALSE,FALSE,FALSE,FALSE,NA
"14237",FALSE,FALSE,FALSE,FALSE,NA
"14238",FALSE,FALSE,FALSE,FALSE,NA
"14239",FALSE,FALSE,FALSE,FALSE,NA
"14240",FALSE,FALSE,FALSE,FALSE,NA
"14241",FALSE,FALSE,FALSE,FALSE,NA
"14242",FALSE,FALSE,FALSE,FALSE,NA
"14243",FALSE,FALSE,FALSE,FALSE,NA
"14244",FALSE,FALSE,FALSE,FALSE,NA
"14245",FALSE,FALSE,FALSE,FALSE,NA
"14246",FALSE,FALSE,FALSE,FALSE,NA
"14247",FALSE,FALSE,FALSE,FALSE,NA
"14248",FALSE,FALSE,FALSE,FALSE,NA
"14249",FALSE,FALSE,FALSE,FALSE,NA
"14250",FALSE,FALSE,FALSE,FALSE,NA
"14251",FALSE,FALSE,FALSE,FALSE,NA
"14252",FALSE,FALSE,FALSE,FALSE,NA
"14253",FALSE,FALSE,FALSE,FALSE,NA
