"","tissue_pixels","noise_pixels"
"8414",TRUE,FALSE
"8415",TRUE,FALSE
"8416",TRUE,FALSE
"8417",TRUE,FALSE
"8418",TRUE,FALSE
"8419",TRUE,FALSE
"8420",TRUE,FALSE
"8421",TRUE,FALSE
"8422",TRUE,FALSE
"8423",TRUE,FALSE
"8424",TRUE,FALSE
"8425",TRUE,FALSE
"8426",TRUE,FALSE
"8427",TRUE,FALSE
"8428",TRUE,FALSE
"8429",TRUE,FALSE
"8430",TRUE,FALSE
"8431",TRUE,FALSE
"8432",TRUE,FALSE
"8433",TRUE,FALSE
"8434",TRUE,FALSE
"8435",TRUE,FALSE
"8436",TRUE,FALSE
"8437",TRUE,FALSE
"8438",TRUE,FALSE
"8439",TRUE,FALSE
"8440",TRUE,FALSE
"8441",TRUE,FALSE
"8442",TRUE,FALSE
"8443",TRUE,FALSE
"8444",TRUE,FALSE
"8445",TRUE,FALSE
"8446",TRUE,FALSE
"8447",TRUE,FALSE
"8448",TRUE,FALSE
"8449",TRUE,FALSE
"8450",TRUE,FALSE
"8451",TRUE,FALSE
"8452",TRUE,FALSE
"8453",TRUE,FALSE
"8454",TRUE,FALSE
"8455",TRUE,FALSE
"8456",TRUE,FALSE
"8457",TRUE,FALSE
"8458",TRUE,FALSE
"8459",TRUE,FALSE
"8460",TRUE,FALSE
"8461",TRUE,FALSE
"8462",TRUE,FALSE
"8463",TRUE,FALSE
"8464",TRUE,FALSE
"8465",TRUE,FALSE
"8466",TRUE,FALSE
"8467",TRUE,FALSE
"8468",FALSE,FALSE
"8469",FALSE,FALSE
"8470",FALSE,FALSE
"8471",FALSE,FALSE
"8472",FALSE,FALSE
"8473",FALSE,FALSE
"8474",FALSE,FALSE
"8475",FALSE,FALSE
"8476",FALSE,FALSE
"8477",FALSE,FALSE
"8478",FALSE,FALSE
"8479",FALSE,FALSE
"8480",FALSE,FALSE
"8481",FALSE,FALSE
"8482",FALSE,FALSE
"8483",FALSE,FALSE
"8484",FALSE,FALSE
"8485",FALSE,FALSE
"8486",FALSE,FALSE
"8487",FALSE,FALSE
"8488",FALSE,FALSE
"8489",FALSE,FALSE
"8490",FALSE,FALSE
"8491",FALSE,FALSE
"8492",FALSE,FALSE
"8493",FALSE,FALSE
"8494",FALSE,FALSE
"8495",FALSE,FALSE
"8496",FALSE,FALSE
"8497",FALSE,FALSE
"8498",FALSE,FALSE
"8499",FALSE,FALSE
"8500",FALSE,FALSE
"8501",FALSE,FALSE
"8502",FALSE,FALSE
"8503",FALSE,FALSE
"8504",FALSE,FALSE
"8505",FALSE,FALSE
"8506",FALSE,FALSE
"8507",FALSE,FALSE
"8508",FALSE,FALSE
"8509",FALSE,FALSE
"8510",FALSE,FALSE
"8511",FALSE,FALSE
"8512",FALSE,FALSE
"8513",FALSE,FALSE
"8514",FALSE,FALSE
"8515",FALSE,FALSE
"8516",FALSE,FALSE
"8517",FALSE,FALSE
"8518",FALSE,FALSE
"8519",FALSE,FALSE
"8520",FALSE,FALSE
"8521",FALSE,FALSE
"8522",FALSE,FALSE
"8523",FALSE,FALSE
"8524",FALSE,FALSE
"8525",FALSE,FALSE
"8526",FALSE,FALSE
"8527",FALSE,FALSE
"8528",FALSE,FALSE
"8529",FALSE,FALSE
"8530",FALSE,FALSE
"8531",FALSE,FALSE
"8532",FALSE,FALSE
"8533",FALSE,FALSE
"8534",FALSE,FALSE
"8535",FALSE,FALSE
"8536",FALSE,FALSE
"8537",FALSE,FALSE
"8538",FALSE,FALSE
"8539",FALSE,FALSE
"8540",FALSE,FALSE
"8541",FALSE,FALSE
"8542",FALSE,FALSE
"8543",FALSE,FALSE
"8544",FALSE,FALSE
"8545",FALSE,FALSE
"8546",FALSE,FALSE
"8547",FALSE,FALSE
"8548",FALSE,FALSE
"8549",FALSE,FALSE
"8550",FALSE,FALSE
"8551",FALSE,FALSE
"8552",FALSE,FALSE
"8553",FALSE,FALSE
"8554",FALSE,FALSE
"8555",FALSE,FALSE
"8556",FALSE,FALSE
"8557",FALSE,FALSE
"8558",FALSE,FALSE
"8559",FALSE,FALSE
"8560",FALSE,FALSE
"8561",FALSE,FALSE
"8562",FALSE,FALSE
"8563",FALSE,FALSE
"8564",FALSE,FALSE
"8565",FALSE,FALSE
"8566",FALSE,FALSE
"8567",FALSE,FALSE
"8568",TRUE,FALSE
"8569",TRUE,FALSE
"8570",TRUE,FALSE
"8571",TRUE,FALSE
"8572",TRUE,FALSE
"8573",TRUE,FALSE
"8574",TRUE,FALSE
"8575",TRUE,FALSE
"8576",TRUE,FALSE
"8577",TRUE,FALSE
"8578",TRUE,FALSE
"8579",TRUE,FALSE
"8580",TRUE,FALSE
"8581",TRUE,FALSE
"8582",TRUE,FALSE
"8583",TRUE,FALSE
"8584",TRUE,FALSE
"8585",TRUE,FALSE
"8586",TRUE,FALSE
"8587",TRUE,FALSE
"8588",TRUE,FALSE
"8589",TRUE,FALSE
"8590",TRUE,FALSE
"8591",TRUE,FALSE
"8592",TRUE,FALSE
"8593",TRUE,FALSE
"8594",TRUE,FALSE
"8595",TRUE,FALSE
"8596",TRUE,FALSE
"8597",TRUE,FALSE
"8598",TRUE,FALSE
"8599",TRUE,FALSE
"8600",TRUE,FALSE
"8601",TRUE,FALSE
"8602",TRUE,FALSE
"8603",TRUE,FALSE
"8604",TRUE,FALSE
"8605",TRUE,FALSE
"8606",TRUE,FALSE
"8607",TRUE,FALSE
"8608",TRUE,FALSE
"8609",TRUE,FALSE
"8610",TRUE,FALSE
"8611",TRUE,FALSE
"8612",TRUE,FALSE
"8613",TRUE,FALSE
"8614",TRUE,FALSE
"8615",TRUE,FALSE
"8616",TRUE,FALSE
"8617",TRUE,FALSE
"8618",TRUE,FALSE
"8619",TRUE,FALSE
"8620",TRUE,FALSE
"8621",TRUE,FALSE
"8622",TRUE,FALSE
"8623",TRUE,FALSE
"8624",TRUE,FALSE
"8625",TRUE,FALSE
"8626",TRUE,FALSE
"8627",TRUE,FALSE
"8628",TRUE,FALSE
"8629",TRUE,FALSE
"8630",TRUE,FALSE
"8631",TRUE,FALSE
"8632",TRUE,FALSE
"8633",TRUE,FALSE
"8634",TRUE,FALSE
"8635",TRUE,FALSE
"8636",TRUE,FALSE
"8637",TRUE,FALSE
"8638",TRUE,FALSE
"8639",TRUE,FALSE
"8640",TRUE,FALSE
"8641",TRUE,FALSE
"8642",TRUE,FALSE
"8643",TRUE,FALSE
"8644",TRUE,FALSE
"8645",TRUE,FALSE
"8646",TRUE,FALSE
"8647",TRUE,FALSE
"8648",TRUE,FALSE
"8649",TRUE,FALSE
"8650",TRUE,FALSE
"8651",TRUE,FALSE
"8652",TRUE,FALSE
"8653",TRUE,FALSE
"8654",TRUE,FALSE
"8655",TRUE,FALSE
"8656",TRUE,FALSE
"8657",TRUE,FALSE
"8658",TRUE,FALSE
"8659",TRUE,FALSE
"8660",TRUE,FALSE
"8661",TRUE,FALSE
"8662",TRUE,FALSE
"8663",TRUE,FALSE
"8664",TRUE,FALSE
"8665",TRUE,FALSE
"8666",TRUE,FALSE
"8667",TRUE,FALSE
"8668",TRUE,FALSE
"8669",TRUE,FALSE
"8670",TRUE,FALSE
"8671",TRUE,FALSE
"8672",TRUE,FALSE
"8673",TRUE,FALSE
"8674",TRUE,FALSE
"8675",TRUE,FALSE
"8676",TRUE,FALSE
"8677",TRUE,FALSE
"8678",TRUE,FALSE
"8679",TRUE,FALSE
"8680",TRUE,FALSE
"8681",TRUE,FALSE
"8682",TRUE,FALSE
"8683",TRUE,FALSE
"8684",TRUE,FALSE
"8685",TRUE,FALSE
"8686",TRUE,FALSE
"8687",TRUE,FALSE
"8688",TRUE,FALSE
"8689",TRUE,FALSE
"8690",TRUE,FALSE
"8691",TRUE,FALSE
"8692",TRUE,FALSE
"8693",TRUE,FALSE
"8694",TRUE,FALSE
"8695",TRUE,FALSE
"8696",TRUE,FALSE
"8697",TRUE,FALSE
"8698",TRUE,FALSE
"8699",TRUE,FALSE
"8700",TRUE,FALSE
"8701",TRUE,FALSE
"8702",TRUE,FALSE
"8703",TRUE,FALSE
"8704",TRUE,FALSE
"8705",TRUE,FALSE
"8706",TRUE,FALSE
"8707",TRUE,FALSE
"8708",TRUE,FALSE
"8709",TRUE,FALSE
"8710",TRUE,FALSE
"8711",TRUE,FALSE
"8712",TRUE,FALSE
"8713",TRUE,FALSE
"8714",TRUE,FALSE
"8715",TRUE,FALSE
"8716",TRUE,FALSE
"8717",TRUE,FALSE
"8718",TRUE,FALSE
"8719",TRUE,FALSE
"8720",TRUE,FALSE
"8721",TRUE,FALSE
"8722",TRUE,FALSE
"8723",TRUE,FALSE
"8724",TRUE,FALSE
"8725",TRUE,FALSE
"8726",TRUE,FALSE
"8727",TRUE,FALSE
"8728",TRUE,FALSE
"8729",TRUE,FALSE
"8730",TRUE,FALSE
"8731",TRUE,FALSE
"8732",FALSE,FALSE
"8733",FALSE,FALSE
"8734",FALSE,FALSE
"8735",FALSE,FALSE
"8736",FALSE,FALSE
"8737",FALSE,FALSE
"8738",FALSE,FALSE
"8739",FALSE,FALSE
"8740",FALSE,FALSE
"8741",FALSE,FALSE
"8742",FALSE,FALSE
"8743",FALSE,FALSE
"8744",FALSE,FALSE
"8745",FALSE,FALSE
"8746",FALSE,FALSE
"8747",FALSE,FALSE
"8748",FALSE,FALSE
"8749",FALSE,FALSE
"8750",FALSE,FALSE
"8751",FALSE,FALSE
"8752",FALSE,FALSE
"8753",FALSE,FALSE
"8754",FALSE,FALSE
"8755",FALSE,FALSE
"8756",FALSE,FALSE
"8757",FALSE,FALSE
"8758",FALSE,FALSE
"8759",FALSE,FALSE
"8760",FALSE,FALSE
"8761",FALSE,FALSE
"8762",FALSE,FALSE
"8763",FALSE,FALSE
"8764",FALSE,FALSE
"8765",FALSE,FALSE
"8766",FALSE,FALSE
"8767",FALSE,FALSE
"8768",FALSE,FALSE
"8769",FALSE,FALSE
"8770",FALSE,FALSE
"8771",FALSE,FALSE
"8772",FALSE,FALSE
"8773",FALSE,FALSE
"8774",FALSE,FALSE
"8775",FALSE,FALSE
"8776",FALSE,FALSE
"8777",FALSE,FALSE
"8778",FALSE,FALSE
"8779",FALSE,FALSE
"8780",FALSE,FALSE
"8781",FALSE,FALSE
"8782",FALSE,FALSE
"8783",FALSE,FALSE
"8784",FALSE,FALSE
"8785",FALSE,FALSE
"8786",FALSE,FALSE
"8787",FALSE,FALSE
"8788",FALSE,FALSE
"8789",FALSE,FALSE
"8790",FALSE,FALSE
"8791",FALSE,FALSE
"8792",FALSE,FALSE
"8793",FALSE,FALSE
"8794",FALSE,FALSE
"8795",FALSE,FALSE
"8796",FALSE,FALSE
"8797",FALSE,FALSE
"8798",FALSE,FALSE
"8799",FALSE,FALSE
"8800",FALSE,FALSE
"8801",FALSE,FALSE
"8802",FALSE,FALSE
"8803",FALSE,FALSE
"8804",FALSE,FALSE
"8805",FALSE,FALSE
"8806",FALSE,FALSE
"8807",FALSE,FALSE
"8808",FALSE,FALSE
"8809",FALSE,FALSE
"8810",FALSE,FALSE
"8811",FALSE,FALSE
"8812",FALSE,FALSE
"8813",FALSE,FALSE
"8814",FALSE,FALSE
"8815",FALSE,FALSE
"8816",FALSE,FALSE
"8817",FALSE,FALSE
"8818",FALSE,FALSE
"8819",FALSE,FALSE
"8820",FALSE,FALSE
"8821",FALSE,FALSE
"8822",FALSE,FALSE
"8823",FALSE,FALSE
"8824",FALSE,FALSE
"8825",FALSE,FALSE
"8826",FALSE,FALSE
"8827",FALSE,FALSE
"8828",FALSE,FALSE
"8829",FALSE,FALSE
"8830",FALSE,FALSE
"8831",FALSE,FALSE
"8832",TRUE,FALSE
"8833",TRUE,FALSE
"8834",TRUE,FALSE
"8835",TRUE,FALSE
"8836",TRUE,FALSE
"8837",TRUE,FALSE
"8838",TRUE,FALSE
"8839",TRUE,FALSE
"8840",TRUE,FALSE
"8841",TRUE,FALSE
"8842",TRUE,FALSE
"8843",TRUE,FALSE
"8844",TRUE,FALSE
"8845",TRUE,FALSE
"8846",TRUE,FALSE
"8847",TRUE,FALSE
"8848",TRUE,FALSE
"8849",TRUE,FALSE
"8850",TRUE,FALSE
"8851",TRUE,FALSE
"8852",TRUE,FALSE
"8853",TRUE,FALSE
"8854",TRUE,FALSE
"8855",TRUE,FALSE
"8856",TRUE,FALSE
"8857",TRUE,FALSE
"8858",TRUE,FALSE
"8859",TRUE,FALSE
"8860",TRUE,FALSE
"8861",TRUE,FALSE
"8862",TRUE,FALSE
"8863",TRUE,FALSE
"8864",TRUE,FALSE
"8865",TRUE,FALSE
"8866",TRUE,FALSE
"8867",TRUE,FALSE
"8868",TRUE,FALSE
"8869",TRUE,FALSE
"8870",TRUE,FALSE
"8871",TRUE,FALSE
"8872",TRUE,FALSE
"8873",TRUE,FALSE
"8874",TRUE,FALSE
"8875",TRUE,FALSE
"8876",TRUE,FALSE
"8877",TRUE,FALSE
"8878",TRUE,FALSE
"8879",TRUE,FALSE
"8880",TRUE,FALSE
"8881",TRUE,FALSE
"8882",TRUE,FALSE
"8883",TRUE,FALSE
"8884",TRUE,FALSE
"8885",TRUE,FALSE
"8886",TRUE,FALSE
"8887",TRUE,FALSE
"8888",TRUE,FALSE
"8889",TRUE,FALSE
"8890",TRUE,FALSE
"8891",TRUE,FALSE
"8892",TRUE,FALSE
"8893",TRUE,FALSE
"8894",TRUE,FALSE
"8895",TRUE,FALSE
"8896",TRUE,FALSE
"8897",TRUE,FALSE
"8898",TRUE,FALSE
"8899",TRUE,FALSE
"8900",TRUE,FALSE
"8901",TRUE,FALSE
"8902",TRUE,FALSE
"8903",TRUE,FALSE
"8904",TRUE,FALSE
"8905",TRUE,FALSE
"8906",TRUE,FALSE
"8907",TRUE,FALSE
"8908",TRUE,FALSE
"8909",TRUE,FALSE
"8910",TRUE,FALSE
"8911",TRUE,FALSE
"8912",TRUE,FALSE
"8913",TRUE,FALSE
"8914",TRUE,FALSE
"8915",TRUE,FALSE
"8916",TRUE,FALSE
"8917",TRUE,FALSE
"8918",TRUE,FALSE
"8919",TRUE,FALSE
"8920",TRUE,FALSE
"8921",TRUE,FALSE
"8922",TRUE,FALSE
"8923",TRUE,FALSE
"8924",TRUE,FALSE
"8925",TRUE,FALSE
"8926",TRUE,FALSE
"8927",TRUE,FALSE
"8928",TRUE,FALSE
"8929",TRUE,FALSE
"8930",TRUE,FALSE
"8931",TRUE,FALSE
"8932",TRUE,FALSE
"8933",TRUE,FALSE
"8934",TRUE,FALSE
"8935",TRUE,FALSE
"8936",TRUE,FALSE
"8937",TRUE,FALSE
"8938",TRUE,FALSE
"8939",TRUE,FALSE
"8940",TRUE,FALSE
"8941",TRUE,FALSE
"8942",TRUE,FALSE
"8943",TRUE,FALSE
"8944",TRUE,FALSE
"8945",TRUE,FALSE
"8946",TRUE,FALSE
"8947",TRUE,FALSE
"8948",TRUE,FALSE
"8949",TRUE,FALSE
"8950",TRUE,FALSE
"8951",TRUE,FALSE
"8952",TRUE,FALSE
"8953",TRUE,FALSE
"8954",TRUE,FALSE
"8955",TRUE,FALSE
"8956",TRUE,FALSE
"8957",TRUE,FALSE
"8958",TRUE,FALSE
"8959",TRUE,FALSE
"8960",TRUE,FALSE
"8961",TRUE,FALSE
"8962",TRUE,FALSE
"8963",TRUE,FALSE
"8964",TRUE,FALSE
"8965",TRUE,FALSE
"8966",TRUE,FALSE
"8967",TRUE,FALSE
"8968",TRUE,FALSE
"8969",TRUE,FALSE
"8970",TRUE,FALSE
"8971",TRUE,FALSE
"8972",TRUE,FALSE
"8973",TRUE,FALSE
"8974",TRUE,FALSE
"8975",TRUE,FALSE
"8976",TRUE,FALSE
"8977",TRUE,FALSE
"8978",TRUE,FALSE
"8979",TRUE,FALSE
"8980",TRUE,FALSE
"8981",TRUE,FALSE
"8982",TRUE,FALSE
"8983",TRUE,FALSE
"8984",TRUE,FALSE
"8985",TRUE,FALSE
"8986",TRUE,FALSE
"8987",TRUE,FALSE
"8988",TRUE,FALSE
"8989",TRUE,FALSE
"8990",TRUE,FALSE
"8991",TRUE,FALSE
"8992",TRUE,FALSE
"8993",TRUE,FALSE
"8994",TRUE,FALSE
"8995",TRUE,FALSE
"8996",FALSE,FALSE
"8997",FALSE,FALSE
"8998",FALSE,FALSE
"8999",FALSE,FALSE
"9000",FALSE,FALSE
"9001",FALSE,FALSE
"9002",FALSE,FALSE
"9003",FALSE,FALSE
"9004",FALSE,FALSE
"9005",FALSE,FALSE
"9006",FALSE,FALSE
"9007",FALSE,FALSE
"9008",FALSE,FALSE
"9009",FALSE,FALSE
"9010",FALSE,FALSE
"9011",FALSE,FALSE
"9012",FALSE,FALSE
"9013",FALSE,FALSE
"9014",FALSE,FALSE
"9015",FALSE,FALSE
"9016",FALSE,FALSE
"9017",FALSE,FALSE
"9018",FALSE,FALSE
"9019",FALSE,FALSE
"9020",FALSE,FALSE
"9021",FALSE,FALSE
"9022",FALSE,FALSE
"9023",FALSE,FALSE
"9024",FALSE,FALSE
"9025",FALSE,FALSE
"9026",FALSE,FALSE
"9027",FALSE,FALSE
"9028",FALSE,FALSE
"9029",FALSE,FALSE
"9030",FALSE,FALSE
"9031",FALSE,FALSE
"9032",FALSE,FALSE
"9033",FALSE,FALSE
"9034",FALSE,FALSE
"9035",FALSE,FALSE
"9036",FALSE,FALSE
"9037",FALSE,FALSE
"9038",FALSE,FALSE
"9039",FALSE,FALSE
"9040",FALSE,FALSE
"9041",FALSE,FALSE
"9042",FALSE,FALSE
"9043",FALSE,FALSE
"9044",FALSE,FALSE
"9045",FALSE,FALSE
"9046",FALSE,FALSE
"9047",FALSE,FALSE
"9048",FALSE,FALSE
"9049",FALSE,FALSE
"9050",FALSE,FALSE
"9051",FALSE,FALSE
"9052",FALSE,FALSE
"9053",FALSE,FALSE
"9054",FALSE,FALSE
"9055",FALSE,FALSE
"9056",FALSE,FALSE
"9057",FALSE,FALSE
"9058",FALSE,FALSE
"9059",FALSE,FALSE
"9060",FALSE,FALSE
"9061",FALSE,FALSE
"9062",FALSE,FALSE
"9063",FALSE,FALSE
"9064",FALSE,FALSE
"9065",FALSE,FALSE
"9066",FALSE,FALSE
"9067",FALSE,FALSE
"9068",FALSE,FALSE
"9069",FALSE,FALSE
"9070",FALSE,FALSE
"9071",FALSE,FALSE
"9072",FALSE,FALSE
"9073",FALSE,FALSE
"9074",FALSE,FALSE
"9075",FALSE,FALSE
"9076",FALSE,FALSE
"9077",FALSE,FALSE
"9078",FALSE,FALSE
"9079",FALSE,FALSE
"9080",FALSE,FALSE
"9081",FALSE,FALSE
"9082",FALSE,FALSE
"9083",FALSE,FALSE
"9084",FALSE,FALSE
"9085",FALSE,FALSE
"9086",FALSE,FALSE
"9087",FALSE,FALSE
"9088",FALSE,FALSE
"9089",FALSE,FALSE
"9090",FALSE,FALSE
"9091",FALSE,FALSE
"9092",FALSE,FALSE
"9093",FALSE,FALSE
"9094",FALSE,FALSE
"9095",TRUE,FALSE
"9096",TRUE,FALSE
"9097",TRUE,FALSE
"9098",TRUE,FALSE
"9099",TRUE,FALSE
"9100",TRUE,FALSE
"9101",TRUE,FALSE
"9102",TRUE,FALSE
"9103",TRUE,FALSE
"9104",TRUE,FALSE
"9105",TRUE,FALSE
"9106",TRUE,FALSE
"9107",TRUE,FALSE
"9108",TRUE,FALSE
"9109",TRUE,FALSE
"9110",TRUE,FALSE
"9111",TRUE,FALSE
"9112",TRUE,FALSE
"9113",TRUE,FALSE
"9114",TRUE,FALSE
"9115",TRUE,FALSE
"9116",TRUE,FALSE
"9117",TRUE,FALSE
"9118",TRUE,FALSE
"9119",TRUE,FALSE
"9120",TRUE,FALSE
"9121",TRUE,FALSE
"9122",TRUE,FALSE
"9123",TRUE,FALSE
"9124",TRUE,FALSE
"9125",TRUE,FALSE
"9126",TRUE,FALSE
"9127",TRUE,FALSE
"9128",TRUE,FALSE
"9129",TRUE,FALSE
"9130",TRUE,FALSE
"9131",TRUE,FALSE
"9132",TRUE,FALSE
"9133",TRUE,FALSE
"9134",TRUE,FALSE
"9135",TRUE,FALSE
"9136",TRUE,FALSE
"9137",TRUE,FALSE
"9138",TRUE,FALSE
"9139",TRUE,FALSE
"9140",TRUE,FALSE
"9141",TRUE,FALSE
"9142",TRUE,FALSE
"9143",TRUE,FALSE
"9144",TRUE,FALSE
"9145",TRUE,FALSE
"9146",TRUE,FALSE
"9147",TRUE,FALSE
"9148",TRUE,FALSE
"9149",TRUE,FALSE
"9150",TRUE,FALSE
"9151",TRUE,FALSE
"9152",TRUE,FALSE
"9153",TRUE,FALSE
"9154",TRUE,FALSE
"9155",TRUE,FALSE
"9156",TRUE,FALSE
"9157",TRUE,FALSE
"9158",TRUE,FALSE
"9159",TRUE,FALSE
"9160",TRUE,FALSE
"9161",TRUE,FALSE
"9162",TRUE,FALSE
"9163",TRUE,FALSE
"9164",TRUE,FALSE
"9165",TRUE,FALSE
"9166",TRUE,FALSE
"9167",TRUE,FALSE
"9168",TRUE,FALSE
"9169",TRUE,FALSE
"9170",TRUE,FALSE
"9171",TRUE,FALSE
"9172",TRUE,FALSE
"9173",TRUE,FALSE
"9174",TRUE,FALSE
"9175",TRUE,FALSE
"9176",TRUE,FALSE
"9177",TRUE,FALSE
"9178",TRUE,FALSE
"9179",TRUE,FALSE
"9180",TRUE,FALSE
"9181",TRUE,FALSE
"9182",TRUE,FALSE
"9183",TRUE,FALSE
"9184",TRUE,FALSE
"9185",TRUE,FALSE
"9186",TRUE,FALSE
"9187",TRUE,FALSE
"9188",TRUE,FALSE
"9189",TRUE,FALSE
"9190",TRUE,FALSE
"9191",TRUE,FALSE
"9192",TRUE,FALSE
"9193",TRUE,FALSE
"9194",TRUE,FALSE
"9195",TRUE,FALSE
"9196",TRUE,FALSE
"9197",TRUE,FALSE
"9198",TRUE,FALSE
"9199",TRUE,FALSE
"9200",TRUE,FALSE
"9201",TRUE,FALSE
"9202",TRUE,FALSE
"9203",TRUE,FALSE
"9204",TRUE,FALSE
"9205",TRUE,FALSE
"9206",TRUE,FALSE
"9207",TRUE,FALSE
"9208",TRUE,FALSE
"9209",TRUE,FALSE
"9210",TRUE,FALSE
"9211",TRUE,FALSE
"9212",TRUE,FALSE
"9213",TRUE,FALSE
"9214",TRUE,FALSE
"9215",TRUE,FALSE
"9216",TRUE,FALSE
"9217",TRUE,FALSE
"9218",TRUE,FALSE
"9219",TRUE,FALSE
"9220",TRUE,FALSE
"9221",TRUE,FALSE
"9222",TRUE,FALSE
"9223",TRUE,FALSE
"9224",TRUE,FALSE
"9225",TRUE,FALSE
"9226",TRUE,FALSE
"9227",TRUE,FALSE
"9228",TRUE,FALSE
"9229",TRUE,FALSE
"9230",TRUE,FALSE
"9231",TRUE,FALSE
"9232",TRUE,FALSE
"9233",TRUE,FALSE
"9234",TRUE,FALSE
"9235",TRUE,FALSE
"9236",TRUE,FALSE
"9237",TRUE,FALSE
"9238",TRUE,FALSE
"9239",TRUE,FALSE
"9240",TRUE,FALSE
"9241",TRUE,FALSE
"9242",TRUE,FALSE
"9243",TRUE,FALSE
"9244",TRUE,FALSE
"9245",TRUE,FALSE
"9246",TRUE,FALSE
"9247",TRUE,FALSE
"9248",TRUE,FALSE
"9249",TRUE,FALSE
"9250",TRUE,FALSE
"9251",TRUE,FALSE
"9252",TRUE,FALSE
"9253",TRUE,FALSE
"9254",TRUE,FALSE
"9255",TRUE,FALSE
"9256",TRUE,FALSE
"9257",TRUE,FALSE
"9258",TRUE,FALSE
"9259",TRUE,FALSE
"9260",FALSE,FALSE
"9261",FALSE,FALSE
"9262",FALSE,FALSE
"9263",FALSE,FALSE
"9264",FALSE,FALSE
"9265",FALSE,FALSE
"9266",FALSE,FALSE
"9267",FALSE,FALSE
"9268",FALSE,FALSE
"9269",FALSE,FALSE
"9270",FALSE,FALSE
"9271",FALSE,FALSE
"9272",FALSE,FALSE
"9273",FALSE,FALSE
"9274",FALSE,FALSE
"9275",FALSE,FALSE
"9276",FALSE,FALSE
"9277",FALSE,FALSE
"9278",FALSE,FALSE
"9279",FALSE,FALSE
"9280",FALSE,FALSE
"9281",FALSE,FALSE
"9282",FALSE,FALSE
"9283",FALSE,FALSE
"9284",FALSE,FALSE
"9285",FALSE,FALSE
"9286",FALSE,FALSE
"9287",FALSE,FALSE
"9288",FALSE,FALSE
"9289",FALSE,FALSE
"9290",FALSE,FALSE
"9291",FALSE,FALSE
"9292",FALSE,FALSE
"9293",FALSE,FALSE
"9294",FALSE,FALSE
"9295",FALSE,FALSE
"9296",FALSE,FALSE
"9297",FALSE,FALSE
"9298",FALSE,FALSE
"9299",FALSE,FALSE
"9300",FALSE,FALSE
"9301",FALSE,FALSE
"9302",FALSE,FALSE
"9303",FALSE,FALSE
"9304",FALSE,FALSE
"9305",FALSE,FALSE
"9306",FALSE,FALSE
"9307",FALSE,FALSE
"9308",FALSE,FALSE
"9309",FALSE,FALSE
"9310",FALSE,FALSE
"9311",FALSE,FALSE
"9312",FALSE,FALSE
"9313",FALSE,FALSE
"9314",FALSE,FALSE
"9315",FALSE,FALSE
"9316",FALSE,FALSE
"9317",FALSE,FALSE
"9318",FALSE,FALSE
"9319",FALSE,FALSE
"9320",FALSE,FALSE
"9321",FALSE,FALSE
"9322",FALSE,FALSE
"9323",FALSE,FALSE
"9324",FALSE,FALSE
"9325",FALSE,FALSE
"9326",FALSE,FALSE
"9327",FALSE,FALSE
"9328",FALSE,FALSE
"9329",FALSE,FALSE
"9330",FALSE,FALSE
"9331",FALSE,FALSE
"9332",FALSE,FALSE
"9333",FALSE,FALSE
"9334",FALSE,FALSE
"9335",FALSE,FALSE
"9336",FALSE,FALSE
"9337",FALSE,FALSE
"9338",FALSE,FALSE
"9339",FALSE,FALSE
"9340",FALSE,FALSE
"9341",FALSE,FALSE
"9342",FALSE,FALSE
"9343",FALSE,FALSE
"9344",FALSE,FALSE
"9345",FALSE,FALSE
"9346",FALSE,FALSE
"9347",FALSE,FALSE
"9348",FALSE,FALSE
"9349",FALSE,FALSE
"9350",FALSE,FALSE
"9351",FALSE,FALSE
"9352",FALSE,FALSE
"9353",FALSE,FALSE
"9354",FALSE,FALSE
"9355",FALSE,FALSE
"9356",FALSE,FALSE
"9357",FALSE,FALSE
"9358",FALSE,FALSE
"9359",TRUE,FALSE
"9360",TRUE,FALSE
"9361",TRUE,FALSE
"9362",TRUE,FALSE
"9363",TRUE,FALSE
"9364",TRUE,FALSE
"9365",TRUE,FALSE
"9366",TRUE,FALSE
"9367",TRUE,FALSE
"9368",TRUE,FALSE
"9369",TRUE,FALSE
"9370",TRUE,FALSE
"9371",TRUE,FALSE
"9372",TRUE,FALSE
"9373",TRUE,FALSE
"9374",TRUE,FALSE
"9375",TRUE,FALSE
"9376",TRUE,FALSE
"9377",TRUE,FALSE
"9378",TRUE,FALSE
"9379",TRUE,FALSE
"9380",TRUE,FALSE
"9381",TRUE,FALSE
"9382",TRUE,FALSE
"9383",TRUE,FALSE
"9384",TRUE,FALSE
"9385",TRUE,FALSE
"9386",TRUE,FALSE
"9387",TRUE,FALSE
"9388",TRUE,FALSE
"9389",TRUE,FALSE
"9390",TRUE,FALSE
"9391",TRUE,FALSE
"9392",TRUE,FALSE
"9393",TRUE,FALSE
"9394",TRUE,FALSE
"9395",TRUE,FALSE
"9396",TRUE,FALSE
"9397",TRUE,FALSE
"9398",TRUE,FALSE
"9399",TRUE,FALSE
"9400",TRUE,FALSE
"9401",TRUE,FALSE
"9402",TRUE,FALSE
"9403",TRUE,FALSE
"9404",TRUE,FALSE
"9405",TRUE,FALSE
"9406",TRUE,FALSE
"9407",TRUE,FALSE
"9408",TRUE,FALSE
"9409",TRUE,FALSE
"9410",TRUE,FALSE
"9411",TRUE,FALSE
